	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 2.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 3.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d	D:\RTS 2.0\Data\Walker, Alex_AW\2026-04-02_\SLVL 4.c3d
	FP3	FP3	FP3	FP3	FP3	FP3	FP3	FP3	FP3
	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE	FORCE
	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED	PROCESSED
ITEM	X	Y	Z	X	Y	Z	X	Y	Z
594	31.2	-57.0	1182.0	3.9	-176.4	1564.5	15.7	-12.5	1129.5
595	32.1	-59.5	1186.8	2.9	-178.3	1571.4	15.8	-14.6	1133.6
596	33.0	-62.1	1191.8	1.8	-180.1	1578.3	16.0	-16.8	1137.8
597	33.9	-64.5	1196.9	0.7	-181.9	1585.0	16.3	-18.9	1142.1
598	34.7	-67.0	1202.0	-0.5	-183.7	1591.6	16.5	-21.1	1146.5
599	35.6	-69.5	1207.1	-1.7	-185.5	1598.1	16.7	-23.3	1150.9
600	36.4	-71.9	1212.4	-2.9	-187.3	1604.5	16.9	-25.5	1155.5
601	37.3	-74.3	1217.7	-4.1	-189.0	1610.7	17.2	-27.7	1160.1
602	38.1	-76.7	1223.1	-5.3	-190.8	1616.7	17.4	-30.0	1164.8
603	39.0	-79.1	1228.5	-6.6	-192.5	1622.7	17.7	-32.2	1169.6
604	39.8	-81.4	1234.1	-7.9	-194.2	1628.4	17.9	-34.5	1174.5
605	40.6	-83.7	1239.6	-9.2	-195.9	1634.0	18.2	-36.8	1179.4
606	41.4	-86.0	1245.3	-10.6	-197.6	1639.5	18.4	-39.1	1184.4
607	42.2	-88.3	1250.9	-11.9	-199.3	1644.7	18.7	-41.4	1189.5
608	43.0	-90.6	1256.7	-13.3	-201.0	1649.8	19.0	-43.7	1194.7
609	43.7	-92.8	1262.5	-14.7	-202.6	1654.8	19.3	-46.0	1200.0
610	44.5	-95.0	1268.3	-16.2	-204.2	1659.5	19.6	-48.4	1205.3
611	45.2	-97.2	1274.2	-17.6	-205.8	1664.1	19.9	-50.7	1210.7
612	45.9	-99.4	1280.1	-19.1	-207.4	1668.4	20.1	-53.1	1216.2
613	46.6	-101.5	1286.1	-20.5	-209.0	1672.6	20.4	-55.4	1221.7
614	47.3	-103.7	1292.1	-22.0	-210.6	1676.6	20.7	-57.8	1227.3
615	47.9	-105.8	1298.2	-23.5	-212.1	1680.3	21.0	-60.2	1232.9
616	48.6	-107.9	1304.2	-25.0	-213.6	1683.9	21.4	-62.6	1238.6
617	49.2	-109.9	1310.3	-26.5	-215.2	1687.2	21.7	-65.0	1244.4
618	49.8	-112.0	1316.5	-28.1	-216.6	1690.4	22.0	-67.4	1250.2
619	50.4	-114.1	1322.6	-29.6	-218.1	1693.3	22.3	-69.8	1256.1
620	50.9	-116.1	1328.8	-31.1	-219.5	1695.9	22.6	-72.2	1262.0
621	51.5	-118.1	1335.0	-32.6	-220.9	1698.3	22.9	-74.7	1268.0
622	52.0	-120.1	1341.2	-34.2	-222.3	1700.5	23.2	-77.1	1274.0
623	52.4	-122.1	1347.3	-35.7	-223.7	1702.5	23.5	-79.5	1280.1
624	52.9	-124.0	1353.5	-37.2	-225.0	1704.2	23.8	-82.0	1286.2
625	53.3	-126.0	1359.7	-38.8	-226.3	1705.6	24.1	-84.4	1292.3
626	53.7	-128.0	1365.9	-40.3	-227.6	1706.8	24.4	-86.9	1298.5
627	54.0	-129.9	1372.1	-41.8	-228.9	1707.7	24.7	-89.3	1304.7
628	54.4	-131.8	1378.3	-43.3	-230.1	1708.3	25.0	-91.7	1311.0
629	54.7	-133.7	1384.4	-44.8	-231.2	1708.7	25.3	-94.2	1317.2
630	54.9	-135.7	1390.6	-46.3	-232.4	1708.8	25.6	-96.6	1323.5
631	55.2	-137.6	1396.7	-47.7	-233.5	1708.6	25.9	-99.1	1329.9
632	55.3	-139.4	1402.7	-49.2	-234.5	1708.1	26.2	-101.5	1336.2
633	55.5	-141.3	1408.8	-50.6	-235.5	1707.3	26.5	-104.0	1342.6
634	55.6	-143.2	1414.8	-52.0	-236.5	1706.2	26.7	-106.4	1348.9
635	55.7	-145.1	1420.7	-53.4	-237.4	1704.8	27.0	-108.9	1355.3
636	55.8	-147.0	1426.6	-54.7	-238.3	1703.1	27.2	-111.3	1361.7
637	55.8	-148.8	1432.4	-56.1	-239.1	1701.0	27.5	-113.7	1368.2
638	55.7	-150.7	1438.2	-57.4	-239.9	1698.7	27.7	-116.2	1374.6
639	55.7	-152.6	1444.0	-58.7	-240.6	1696.0	28.0	-118.6	1381.0
640	55.6	-154.4	1449.6	-59.9	-241.3	1692.9	28.2	-121.0	1387.4
641	55.4	-156.3	1455.2	-61.2	-241.9	1689.6	28.4	-123.5	1393.9
642	55.2	-158.1	1460.7	-62.4	-242.5	1685.8	28.6	-125.9	1400.3
643	55.0	-160.0	1466.1	-63.5	-243.0	1681.8	28.8	-128.3	1406.7
644	54.7	-161.8	1471.5	-64.7	-243.4	1677.3	29.0	-130.7	1413.2
645	54.4	-163.6	1476.7	-65.8	-243.7	1672.5	29.1	-133.1	1419.6
646	54.1	-165.5	1481.9	-66.8	-244.0	1667.4	29.3	-135.5	1426.0
647	53.7	-167.3	1486.9	-67.8	-244.3	1661.8	29.4	-137.9	1432.4
648	53.2	-169.1	1491.8	-68.8	-244.4	1655.9	29.5	-140.3	1438.7
649	52.8	-170.9	1496.7	-69.8	-244.5	1649.6	29.6	-142.6	1445.1
650	52.2	-172.7	1501.4	-70.7	-244.5	1642.9	29.7	-145.0	1451.4
651	51.7	-174.5	1506.0	-71.5	-244.4	1635.8	29.8	-147.4	1457.7
652	51.1	-176.3	1510.4	-72.4	-244.3	1628.2	29.8	-149.7	1464.0
653	50.4	-178.1	1514.7	-73.1	-244.0	1620.3	29.8	-152.1	1470.3
654	49.8	-179.9	1518.9	-73.9	-243.7	1612.0	29.8	-154.4	1476.5
655	49.0	-181.6	1523.0	-74.6	-243.3	1603.2	29.8	-156.7	1482.7
656	48.3	-183.4	1526.8	-75.2	-242.8	1594.1	29.8	-159.0	1488.8
657	47.5	-185.1	1530.6	-75.8	-242.3	1584.5	29.7	-161.3	1494.9
658	46.6	-186.8	1534.1	-76.4	-241.6	1574.4	29.6	-163.6	1501.0
659	45.8	-188.5	1537.5	-76.9	-240.8	1564.0	29.5	-165.9	1507.0
660	44.9	-190.2	1540.7	-77.3	-240.0	1553.0	29.4	-168.2	1513.0
661	43.9	-191.9	1543.8	-77.7	-239.1	1541.7	29.2	-170.4	1518.9
662	42.9	-193.5	1546.6	-78.1	-238.0	1529.9	29.0	-172.7	1524.7
663	41.9	-195.1	1549.2	-78.4	-236.9	1517.6	28.8	-174.9	1530.5
664	40.9	-196.7	1551.7	-78.7	-235.7	1504.9	28.6	-177.2	1536.2
665	39.8	-198.3	1553.9	-78.9	-234.4	1491.8	28.3	-179.4	1541.8
666	38.6	-199.8	1555.9	-79.1	-232.9	1478.2	28.0	-181.6	1547.4
667	37.5	-201.3	1557.7	-79.2	-231.4	1464.1	27.6	-183.7	1552.9
668	36.3	-202.7	1559.3	-79.3	-229.8	1449.6	27.3	-185.9	1558.3
669	35.1	-204.1	1560.6	-79.4	-228.1	1434.6	26.9	-188.1	1563.6
670	33.8	-205.5	1561.7	-79.4	-226.3	1419.2	26.5	-190.2	1568.8
671	32.6	-206.9	1562.5	-79.3	-224.4	1403.3	26.0	-192.3	1573.9
672	31.3	-208.1	1563.1	-79.2	-222.3	1387.0	25.6	-194.4	1578.9
673	30.0	-209.4	1563.4	-79.0	-220.2	1370.2	25.1	-196.5	1583.8
674	28.6	-210.6	1563.4	-78.8	-218.0	1353.0	24.5	-198.6	1588.6
675	27.2	-211.7	1563.2	-78.6	-215.7	1335.3	24.0	-200.6	1593.3
676	25.8	-212.8	1562.7	-78.3	-213.3	1317.2	23.4	-202.7	1597.8
677	24.4	-213.8	1561.8	-78.0	-210.8	1298.7	22.8	-204.7	1602.2
678	23.0	-214.7	1560.7	-77.6	-208.2	1279.8	22.1	-206.7	1606.5
679	21.5	-215.6	1559.2	-77.2	-205.5	1260.4	21.4	-208.7	1610.7
680	20.0	-216.4	1557.4	-76.7	-202.7	1240.7	20.7	-210.6	1614.7
681	18.5	-217.1	1555.3	-76.2	-199.8	1220.5	20.0	-212.5	1618.5
682	17.0	-217.8	1552.9	-75.7	-196.8	1200.0	19.2	-214.4	1622.2
683	15.5	-218.4	1550.1	-75.1	-193.7	1179.0	18.4	-216.3	1625.7
684	13.9	-218.9	1546.9	-74.4	-190.5	1157.8	17.6	-218.1	1629.1
685	12.4	-219.3	1543.4	-73.8	-187.3	1136.1	16.8	-219.9	1632.2
686	10.8	-219.6	1539.5	-73.1	-183.9	1114.2	15.9	-221.7	1635.2
687	9.2	-219.8	1535.3	-72.3	-180.5	1091.9	15.1	-223.5	1638.0
688	7.6	-220.0	1530.7	-71.5	-177.0	1069.3	14.2	-225.2	1640.6
689	6.0	-220.0	1525.6	-70.7	-173.5	1046.5	13.2	-226.9	1643.0
690	4.4	-219.9	1520.2	-69.8	-169.8	1023.3	12.3	-228.5	1645.2
691	2.8	-219.8	1514.4	-68.9	-166.1	1000.0	11.3	-230.1	1647.2
692	1.1	-219.5	1508.1	-68.0	-162.4	976.4	10.3	-231.7	1649.0
693	-0.5	-219.2	1501.4	-67.0	-158.6	952.6	9.3	-233.3	1650.5
694	-2.1	-218.7	1494.3	-66.0	-154.7	928.6	8.3	-234.7	1651.8
695	-3.7	-218.1	1486.8	-65.0	-150.8	904.5	7.3	-236.2	1652.8
696	-5.4	-217.4	1478.8	-63.9	-146.8	880.2	6.2	-237.6	1653.6
697	-7.0	-216.6	1470.4	-62.8	-142.8	855.9	5.1	-238.9	1654.1
698	-8.6	-215.7	1461.6	-61.6	-138.8	831.4	4.1	-240.3	1654.4
699	-10.3	-214.6	1452.2	-60.5	-134.7	807.0	3.0	-241.5	1654.4
700	-11.9	-213.5	1442.4	-59.3	-130.6	782.4	1.9	-242.7	1654.1
701	-13.5	-212.2	1432.2	-58.1	-126.5	757.9	0.8	-243.9	1653.5
702	-15.1	-210.8	1421.5	-56.8	-122.4	733.5	-0.4	-244.9	1652.7
703	-16.7	-209.3	1410.3	-55.5	-118.3	709.1	-1.5	-246.0	1651.5
704	-18.3	-207.6	1398.6	-54.2	-114.2	684.7	-2.6	-246.9	1650.0
705	-19.8	-205.9	1386.5	-52.9	-110.1	660.5	-3.8	-247.8	1648.2
706	-21.4	-204.0	1373.9	-51.6	-106.0	636.5	-5.0	-248.7	1646.0
707	-22.9	-202.0	1360.8	-50.2	-102.0	612.6	-6.1	-249.4	1643.6
708	-24.5	-199.8	1347.2	-48.8	-98.0	588.9	-7.3	-250.1	1640.7
709	-26.0	-197.6	1333.2	-47.5	-94.0	565.5	-8.4	-250.7	1637.6
710	-27.5	-195.2	1318.7	-46.1	-90.0	542.4	-9.6	-251.3	1634.1
711	-28.9	-192.7	1303.7	-44.6	-86.1	519.5	-10.8	-251.8	1630.2
712	-30.4	-190.1	1288.2	-43.2	-82.2	496.9	-11.9	-252.1	1625.9
713	-31.8	-187.4	1272.3	-41.8	-78.4	474.7	-13.1	-252.4	1621.3
714	-33.2	-184.6	1256.0	-40.4	-74.7	452.9	-14.3	-252.7	1616.2
715	-34.5	-181.6	1239.1	-39.0	-71.0	431.4	-15.4	-252.8	1610.8
716	-35.8	-178.6	1221.8	-37.5	-67.4	410.4	-16.6	-252.8	1605.0
717	-37.1	-175.4	1204.1	-36.1	-63.9	389.8	-17.8	-252.8	1598.7
718	-38.4	-172.2	1186.0	-34.7	-60.4	369.6	-18.9	-252.6	1592.1
719	-39.6	-168.8	1167.4	-33.3	-57.1	349.9	-20.1	-252.4	1585.0
720	-40.8	-165.4	1148.4	-31.9	-53.8	330.7	-21.2	-252.0	1577.5
721	-41.9	-161.8	1129.1	-30.5	-50.6	312.0	-22.3	-251.6	1569.5
722	-43.0	-158.2	1109.3	-29.2	-47.5	293.8	-23.4	-251.0	1561.2
723	-44.1	-154.5	1089.2	-27.8	-44.5	276.2	-24.5	-250.4	1552.3
724	-45.1	-150.7	1068.7	-26.5	-41.6	259.0	-25.6	-249.6	1543.0
725	-46.0	-146.9	1047.9	-25.2	-38.8	242.4	-26.7	-248.8	1533.3
726	-46.9	-142.9	1026.7	-24.0	-36.1	226.4	-27.8	-247.8	1523.1
727	-47.8	-139.0	1005.3	-22.7	-33.5	210.9	-28.9	-246.7	1512.4
728	-48.6	-134.9	983.6	-21.5	-31.0	195.9	-29.9	-245.5	1501.3
729	-49.3	-130.8	961.6	-20.4	-28.6	181.5	-30.9	-244.2	1489.6
730	-49.9	-126.7	939.3	-19.2	-26.3	167.7	-32.0	-242.8	1477.5
731	-50.5	-122.6	916.8	-18.1	-24.1	154.4	-32.9	-241.2	1465.0
732	-51.1	-118.4	894.2	-17.0	-22.0	141.6	-33.9	-239.6	1451.9
733	-51.6	-114.2	871.3	-15.9	-19.9	129.4	-34.9	-237.8	1438.4
734	-52.0	-110.0	848.3	-14.9	-18.0	117.7	-35.8	-235.9	1424.4
735	-52.3	-105.7	825.2	-13.9	-16.1	106.5	-36.7	-233.9	1409.9
736	-52.5	-101.5	802.0	-13.0	-14.4	95.8	-37.6	-231.7	1394.9
737	-52.7	-97.3	778.7	-12.1	-12.7	85.7	-38.5	-229.5	1379.4
738	-52.9	-93.1	755.4	-11.2	-11.1	76.0	-39.3	-227.1	1363.5
739	-52.9	-89.0	732.0	-10.3	-9.6	66.8	-40.2	-224.6	1347.0
740	-52.9	-84.9	708.7	-9.5	-8.2	58.1	-41.0	-222.0	1330.1
741	-52.8	-80.8	685.4	-8.7	-6.9	49.9	-41.7	-219.3	1312.8
742	-52.6	-76.8	662.1	-8.0	-5.6	42.1	-42.5	-216.5	1295.0
743	-52.3	-72.8	639.0	-7.3	-4.4	34.8	-43.2	-213.5	1276.7
744	-52.0	-68.9	616.0	-6.6	-3.3	27.9	-43.9	-210.4	1258.0
745	-51.6	-65.1	593.1	-5.9	-2.2	21.4	-44.5	-207.2	1238.8
746	-51.1	-61.3	570.4	-5.3	-1.3	15.4	-45.1	-203.9	1219.2
747	-50.6	-57.7	547.9	-4.7	-0.4	9.7	-45.7	-200.5	1199.2
748	-50.0	-54.1	525.7	-4.1	0.5	4.4	-46.2	-197.0	1178.8
749	-49.3	-50.6	503.7	-3.6	1.3	-0.6	-46.8	-193.4	1158.0
750	-48.6	-47.2	482.1	-3.1	2.0	-5.2	-47.2	-189.7	1136.8
751	-47.8	-43.9	460.7	-2.6	2.7	-9.4	-47.7	-185.9	1115.2
752	-46.9	-40.7	439.7	-2.2	3.3	-13.3	-48.1	-182.0	1093.3
753	-46.0	-37.7	419.0	-1.7	3.8	-16.9	-48.4	-178.1	1071.1
754	-45.1	-34.7	398.7	-1.3	4.4	-20.2	-48.7	-174.0	1048.5
755	-44.1	-31.8	378.9	-1.0	4.8	-23.2	-49.0	-169.9	1025.7
756	-43.1	-29.1	359.4	-0.6	5.2	-26.0	-49.2	-165.7	1002.6
757	-42.0	-26.5	340.4	-0.3	5.6	-28.5	-49.4	-161.4	979.2
758	-40.9	-24.0	321.9	0.0	5.9	-30.7	-49.6	-157.1	955.6
759	-39.8	-21.6	303.9	0.3	6.2	-32.7	-49.6	-152.7	931.7
760	-38.6	-19.3	286.3	0.6	6.5	-34.4	-49.7	-148.3	907.8
761	-37.4	-17.1	269.2	0.8	6.7	-36.0	-49.7	-143.8	883.6
762	-36.3	-15.1	252.7	1.0	6.9	-37.3	-49.6	-139.3	859.3
763	-35.1	-13.1	236.6	1.2	7.1	-38.5	-49.5	-134.8	834.9
764	-33.9	-11.2	221.1	1.4	7.2	-39.4	-49.3	-130.2	810.5
765	-32.7	-9.5	206.1	1.6	7.3	-40.2	-49.1	-125.7	786.0
766	-31.4	-7.8	191.6	1.7	7.4	-40.9	-48.9	-121.1	761.5
767	-30.2	-6.3	177.7	1.9	7.4	-41.3	-48.6	-116.6	737.0
768	-29.0	-4.8	164.2	2.0	7.4	-41.7	-48.2	-112.0	712.5
769	-27.9	-3.5	151.4	2.1	7.4	-41.9	-47.8	-107.5	688.1
770	-26.7	-2.2	139.0	2.2	7.4	-41.9	-47.3	-103.1	663.8
771	-25.5	-1.0	127.1	2.3	7.4	-41.9	-46.8	-98.6	639.7
772	-24.4	0.1	115.8	2.4	7.3	-41.8	-46.2	-94.2	615.7
773	-23.2	1.2	104.9	2.4	7.3	-41.5	-45.6	-89.9	591.9
774	-22.1	2.1	94.6	2.5	7.2	-41.2	-44.9	-85.6	568.4
775	-21.0	3.0	84.7	2.5	7.1	-40.7	-44.2	-81.4	545.1
776	-20.0	3.8	75.3	2.5	7.0	-40.3	-43.4	-77.2	522.1
777	-18.9	4.5	66.4	2.6	6.9	-39.7	-42.6	-73.1	499.4
778	-17.9	5.2	57.9	2.6	6.7	-39.0	-41.8	-69.2	477.1
779	-16.9	5.8	49.9	2.6	6.6	-38.4	-40.9	-65.3	455.1
780	-15.9	6.4	42.4	2.6	6.5	-37.6	-40.0	-61.5	433.5
781	-15.0	6.9	35.2	2.6	6.3	-36.8	-39.0	-57.8	412.3
782	-14.1	7.3	28.5	2.5	6.2	-36.0	-38.0	-54.2	391.5
783	-13.2	7.7	22.2	2.5	6.0	-35.1	-37.0	-50.7	371.3
784	-12.4	8.1	16.3	2.5	5.8	-34.2	-36.0	-47.4	351.4
785	-11.5	8.4	10.7	2.5	5.7	-33.3	-34.9	-44.1	332.1
786	-10.7	8.7	5.5	2.4	5.5	-32.4	-33.9	-41.0	313.3
787	-10.0	8.9	0.7	2.4	5.3	-31.4	-32.8	-37.9	295.0
788	-9.2	9.0	-3.8	2.4	5.1	-30.4	-31.7	-35.0	277.2
789	-8.5	9.2	-8.0	2.3	5.0	-29.5	-30.6	-32.2	260.0
790	-7.8	9.3	-11.8	2.3	4.8	-28.5	-29.5	-29.6	243.3
791	-7.2	9.4	-15.3	2.2	4.6	-27.5	-28.4	-27.0	227.1
792	-6.5	9.4	-18.6	2.2	4.4	-26.5	-27.3	-24.5	211.5
793	-5.9	9.4	-21.5	2.1	4.3	-25.5	-26.2	-22.2	196.5
794	-5.3	9.4	-24.2	2.0	4.1	-24.5	-25.2	-20.0	182.0
795	-4.8	9.4	-26.7	2.0	3.9	-23.5	-24.1	-17.8	168.1
796	-4.3	9.3	-28.9	1.9	3.7	-22.5	-23.0	-15.8	154.7
797	-3.8	9.3	-30.8	1.9	3.6	-21.5	-22.0	-13.9	141.8
798	-3.3	9.2	-32.6	1.8	3.4	-20.6	-21.0	-12.0	129.5
799	-2.9	9.1	-34.1	1.7	3.2	-19.6	-20.0	-10.3	117.8
800	-2.4	8.9	-35.4	1.7	3.1	-18.7	-19.0	-8.7	106.5
801	-2.1	8.8	-36.6	1.6	2.9	-17.8	-18.0	-7.2	95.8
802	-1.7	8.6	-37.6	1.6	2.8	-16.9	-17.1	-5.7	85.6
803	-1.3	8.5	-38.4	1.5	2.6	-16.0	-16.1	-4.4	75.9
804	-1.0	8.3	-39.0	1.4	2.5	-15.2	-15.2	-3.1	66.7
805	-0.7	8.1	-39.5	1.4	2.3	-14.4	-14.4	-1.9	58.0
806	-0.4	7.9	-39.9	1.3	2.2	-13.5	-13.5	-0.8	49.7
807	-0.1	7.7	-40.1	1.3	2.1	-12.8	-12.7	0.3	41.9
808	0.1	7.5	-40.2	1.2	1.9	-12.0	-11.9	1.2	34.6
809	0.4	7.3	-40.2	1.2	1.8	-11.3	-11.1	2.1	27.6
810	0.6	7.1	-40.1	1.1	1.7	-10.5	-10.4	2.9	21.1
811	0.8	6.8	-39.9	1.0	1.6	-9.8	-9.6	3.7	15.0
812	1.0	6.6	-39.6	1.0	1.5	-9.2	-8.9	4.4	9.3
813	1.1	6.4	-39.2	0.9	1.3	-8.5	-8.3	5.0	4.0
814	1.3	6.2	-38.7	0.9	1.2	-7.9	-7.6	5.6	-1.0
815	1.4	6.0	-38.2	0.8	1.1	-7.3	-7.0	6.1	-5.6
816	1.5	5.7	-37.6	0.8	1.0	-6.7	-6.4	6.5	-9.8
817	1.6	5.5	-37.0	0.7	1.0	-6.2	-5.8	7.0	-13.7
818	1.7	5.3	-36.3	0.7	0.9	-5.6	-5.3	7.3	-17.4
819	1.8	5.1	-35.5	0.6	0.8	-5.1	-4.8	7.6	-20.7
820	1.9	4.8	-34.7	0.6	0.7	-4.6	-4.3	7.9	-23.7
821	2.0	4.6	-33.9	0.6	0.6	-4.2	-3.8	8.2	-26.4
822	2.0	4.4	-33.1	0.5	0.6	-3.7	-3.4	8.4	-28.9
823	2.1	4.2	-32.2	0.5	0.5	-3.3	-3.0	8.5	-31.1
824	2.1	4.0	-31.3	0.4	0.4	-2.9	-2.5	8.6	-33.1
825	2.1	3.8	-30.4	0.4	0.4	-2.5	-2.2	8.7	-34.9
826	2.2	3.6	-29.4	0.4	0.3	-2.2	-1.8	8.8	-36.4
827	2.2	3.4	-28.5	0.3	0.2	-1.8	-1.5	8.8	-37.8
828	2.2	3.2	-27.5	0.3	0.2	-1.5	-1.2	8.9	-38.9
829	2.2	3.0	-26.6	0.3	0.1	-1.2	-0.9	8.8	-39.8
830	2.2	2.9	-25.6	0.3	0.1	-0.9	-0.6	8.8	-40.6
831	2.2	2.7	-24.7	0.2	0.1	-0.7	-0.3	8.8	-41.3
832	2.2	2.5	-23.7	0.2	0.0	-0.4	-0.1	8.7	-41.7
833	2.1	2.4	-22.8	0.2	-0.0	-0.2	0.1	8.6	-42.1
834	2.1	2.2	-21.8	0.2	-0.1	0.0	0.4	8.5	-42.2
835	2.1	2.1	-20.9	0.1	-0.1	0.2	0.5	8.4	-42.3
836	2.1	1.9	-20.0	0.1	-0.1	0.4	0.7	8.2	-42.3
837	2.0	1.8	-19.1	0.1	-0.1	0.6	0.9	8.1	-42.1
838	2.0	1.6	-18.2	0.1	-0.2	0.7	1.0	7.9	-41.9
839	2.0	1.5	-17.3	0.1	-0.2	0.9	1.2	7.8	-41.5
840	1.9	1.4	-16.4	0.0	-0.2	1.0	1.3	7.6	-41.1
841	1.9	1.3	-15.6	0.0	-0.2	1.1	1.4	7.4	-40.6
842	1.8	1.2	-14.8	0.0	-0.2	1.2	1.5	7.2	-40.0
843	1.8	1.0	-14.0	0.0	-0.3	1.3	1.6	7.0	-39.3
844	1.7	0.9	-13.2	-0.0	-0.3	1.4	1.7	6.8	-38.6
845	1.7	0.8	-12.4	-0.0	-0.3	1.5	1.7	6.6	-37.9
846	1.6	0.7	-11.7	-0.0	-0.3	1.6	1.8	6.4	-37.1
847	1.6	0.7	-11.0	-0.0	-0.3	1.6	1.9	6.2	-36.2
848	1.5	0.6	-10.3	-0.1	-0.3	1.7	1.9	6.0	-35.4
849	1.5	0.5	-9.6	-0.1	-0.3	1.7	1.9	5.8	-34.5
850	1.4	0.4	-9.0	-0.1	-0.3	1.7	2.0	5.6	-33.5
851	1.4	0.3	-8.3	-0.1	-0.3	1.8	2.0	5.4	-32.6
852	1.3	0.3	-7.7	-0.1	-0.3	1.8	2.0	5.1	-31.6
853	1.3	0.2	-7.1	-0.1	-0.3	1.8	2.0	4.9	-30.6
854	1.2	0.2	-6.6	-0.1	-0.3	1.8	2.0	4.7	-29.6
855	1.2	0.1	-6.0	-0.1	-0.3	1.8	2.0	4.5	-28.6
856	1.1	0.0	-5.5	-0.1	-0.3	1.8	2.0	4.3	-27.6
857	1.1	-0.0	-5.0	-0.1	-0.3	1.8	2.0	4.1	-26.6
858	1.0	-0.0	-4.6	-0.1	-0.3	1.8	1.9	3.9	-25.6
859	1.0	-0.1	-4.1	-0.1	-0.3	1.8	1.9	3.7	-24.6
860	0.9	-0.1	-3.7	-0.1	-0.3	1.8	1.9	3.5	-23.6
861	0.9	-0.2	-3.3	-0.1	-0.3	1.7	1.9	3.4	-22.6
862	0.8	-0.2	-2.9	-0.1	-0.3	1.7	1.8	3.2	-21.7
863	0.8	-0.2	-2.5	-0.1	-0.3	1.7	1.8	3.0	-20.7
864	0.7	-0.3	-2.2	-0.1	-0.3	1.7	1.8	2.8	-19.7
865	0.7	-0.3	-1.9	-0.1	-0.3	1.6	1.7	2.7	-18.8
866	0.7	-0.3	-1.5	-0.1	-0.3	1.6	1.7	2.5	-17.9
867	0.6	-0.3	-1.2	-0.1	-0.3	1.6	1.6	2.4	-17.0
868	0.6	-0.3	-1.0	-0.1	-0.3	1.5	1.6	2.2	-16.1
869	0.5	-0.3	-0.7	-0.1	-0.3	1.5	1.6	2.1	-15.3
870	0.5	-0.4	-0.5	-0.1	-0.2	1.5	1.5	1.9	-14.4
871	0.5	-0.4	-0.3	-0.1	-0.2	1.4	1.5	1.8	-13.6
872	0.4	-0.4	-0.0	-0.1	-0.2	1.4	1.4	1.6	-12.8
873	0.4	-0.4	0.2	-0.1	-0.2	1.3	1.4	1.5	-12.0
874	0.4	-0.4	0.3	-0.1	-0.2	1.3	1.3	1.4	-11.3
875	0.3	-0.4	0.5	-0.1	-0.2	1.2	1.3	1.3	-10.6
876	0.3	-0.4	0.7	-0.1	-0.2	1.2	1.2	1.2	-9.9
877	0.3	-0.4	0.8	-0.1	-0.2	1.2	1.2	1.1	-9.2
878	0.3	-0.4	0.9	-0.1	-0.2	1.1	1.1	1.0	-8.5
879	0.2	-0.4	1.0	-0.1	-0.2	1.1	1.1	0.9	-7.9
880	0.2	-0.4	1.1	-0.1	-0.2	1.0	1.0	0.8	-7.3
881	0.2	-0.4	1.2	-0.1	-0.2	1.0	1.0	0.7	-6.7
882	0.2	-0.4	1.3	-0.1	-0.2	0.9	1.0	0.6	-6.2
883	0.1	-0.4	1.4	-0.1	-0.1	0.9	0.9	0.5	-5.6
884	0.1	-0.4	1.5	-0.1	-0.1	0.9	0.9	0.5	-5.1
885	0.1	-0.4	1.5	-0.1	-0.1	0.8	0.8	0.4	-4.6
886	0.1	-0.4	1.6	-0.1	-0.1	0.8	0.8	0.3	-4.2
887	0.1	-0.4	1.6	-0.1	-0.1	0.7	0.7	0.3	-3.7
888	0.1	-0.4	1.7	-0.1	-0.1	0.7	0.7	0.2	-3.3
889	0.0	-0.4	1.7	-0.1	-0.1	0.7	0.7	0.1	-2.9
890	0.0	-0.4	1.7	-0.1	-0.1	0.6	0.6	0.1	-2.5
891	0.0	-0.3	1.7	-0.1	-0.1	0.6	0.6	0.0	-2.2
892	0.0	-0.3	1.7	-0.1	-0.1	0.5	0.6	-0.0	-1.8
893	-0.0	-0.3	1.7	-0.1	-0.1	0.5	0.5	-0.1	-1.5
894	-0.0	-0.3	1.7	-0.1	-0.1	0.5	0.5	-0.1	-1.2
895	-0.0	-0.3	1.7	-0.0	-0.1	0.4	0.5	-0.1	-0.9
896	-0.0	-0.3	1.7	-0.0	-0.1	0.4	0.4	-0.2	-0.7
897	-0.0	-0.3	1.7	-0.0	-0.1	0.4	0.4	-0.2	-0.4
898	-0.0	-0.3	1.7	-0.0	-0.1	0.4	0.4	-0.2	-0.2
899	-0.1	-0.3	1.7	-0.0	-0.0	0.3	0.3	-0.2	0.0
